2,10663774
3,2456652
4,749752
5,631519
6,349053
7,275503
8,173487
9,134659
10,94602
11,72710
12,53708
13,42519
14,33572
15,27054
16,22558
17,19149
18,16230
19,13865
20,12214
21,10588
22,9486
23,8404
24,7548
25,6562
26,6072
27,5438
28,4915
29,4410
30,4052
31,3718
32,3482
33,3109
34,2894
35,2683
36,2581
37,2312
38,2187
39,2011
40,1967
41,1793
42,1694
43,1503
44,1479
45,1392
46,1280
47,1240
48,1254
49,1090
50,1066
51,1013
52,991
53,950
54,902
55,861
56,751
57,801
58,735
59,678
60,686
61,650
62,624
63,603
64,586
65,567
66,559
67,523
68,492
69,466
70,454
71,466
72,426
73,404
74,400
75,366
76,396
77,373
78,351
79,336
80,302
81,326
82,329
83,298
84,280
85,265
86,259
87,274
88,282
89,251
90,235
91,229
92,249
93,223
94,215
95,191
96,210
97,230
98,180
99,184
100,190
101,154
102,168
103,166
104,153
105,143
106,156
107,160
108,141
109,147
110,162
111,121
112,120
113,137
114,129
115,135
116,116
117,137
118,119
119,127
120,118
121,127
122,105
123,90
124,85
125,116
126,91
127,102
128,97
129,96
130,93
131,84
132,106
133,90
134,72
135,84
136,74
137,81
138,98
139,83
140,64
141,60
142,69
143,67
144,82
145,66
146,59
147,61
148,59
149,75
150,67
151,62
152,56
153,51
154,76
155,45
156,55
157,58
158,66
159,59
160,61
161,49
162,49
163,59
164,54
165,43
166,52
167,52
168,48
169,58
170,46
171,49
172,48
173,39
174,38
175,31
176,35
177,40
178,39
179,27
180,44
181,34
182,38
183,37
184,35
185,30
186,29
187,31
188,32
189,34
190,28
191,36
192,41
193,37
194,34
195,35
196,31
197,35
198,29
199,19
200,29
201,30
202,42
203,31
204,25
205,25
206,33
207,31
208,18
209,26
210,32
211,25
212,30
213,33
214,23
215,18
216,21
217,29
218,22
219,26
220,24
221,28
222,19
223,19
224,19
225,16
226,20
227,25
228,22
229,24
230,23
231,27
232,21
233,21
234,14
235,13
236,17
237,23
238,24
239,20
240,20
241,23
242,24
243,15
244,12
245,20
246,7
247,15
248,14
249,20
250,19
251,14
252,14
253,17
254,19
255,13
256,21
257,11
258,15
259,18
260,14
261,6
262,15
263,31
264,12
265,18
266,19
267,15
268,18
269,8
270,12
271,11
272,11
273,19
274,12
275,10
276,11
277,15
278,12
279,18
280,11
281,19
282,11
283,12
284,8
285,8
286,13
287,7
288,9
289,15
290,5
291,8
292,12
293,6
294,16
295,11
296,13
297,8
298,12
299,9
300,14
301,12
302,7
303,12
304,8
305,10
306,11
307,13
308,7
309,7
310,13
311,4
312,14
313,10
314,7
315,7
316,12
317,16
318,16
319,7
