2,12200630
3,12007794
4,1639295
5,814477
6,314262
7,182307
8,95043
9,61530
10,38207
11,27156
12,18972
13,14208
14,10884
15,8501
16,6808
17,5471
18,4487
19,3737
20,3099
21,2604
22,2273
23,1889
24,1742
25,1496
26,1295
27,1118
28,1025
29,947
30,838
31,786
32,683
33,653
34,559
35,497
36,451
37,428
38,386
39,355
40,330
41,309
42,272
43,296
44,229
45,241
46,222
47,234
48,200
49,191
50,183
51,194
52,145
53,171
54,151
55,134
56,123
57,125
58,111
59,130
60,121
61,115
62,95
63,85
64,96
65,103
66,96
67,81
68,72
69,94
70,71
71,84
72,58
73,75
74,63
75,57
76,62
77,42
78,54
79,56
80,59
81,47
82,51
83,45
84,48
85,46
86,40
87,33
88,48
89,42
90,35
91,30
92,33
93,34
94,39
95,31
96,32
97,34
98,36
99,28
100,21
101,23
102,22
103,25
104,24
105,26
106,34
107,18
108,23
109,23
110,16
111,29
112,20
113,11
114,19
115,27
116,16
117,21
118,15
119,21
120,20
121,15
122,15
123,11
124,12
125,11
126,12
127,15
128,19
129,11
130,14
131,13
132,10
133,12
134,10
135,15
136,12
137,10
138,11
139,12
140,19
141,23
142,13
143,10
144,12
145,19
146,11
147,10
148,13
149,13
150,16
151,12
152,9
153,7
154,11
155,7
156,7
157,12
158,9
159,7
160,9
161,5
162,14
163,8
164,4
165,6
166,9
167,7
168,9
169,9
170,11
171,7
172,13
173,7
174,6
175,7
176,9
177,5
178,6
179,1
180,3
181,8
182,10
183,7
184,10
185,6
186,5
187,4
188,8
189,6
190,9
191,8
192,3
193,4
194,5
195,7
196,7
197,7
198,3
199,4
200,4
201,5
202,2
203,4
204,9
205,1
206,3
207,2
208,7
209,5
210,2
211,4
212,3
213,2
214,7
215,4
216,3
217,4
218,5
219,5
220,4
221,5
222,4
223,4
224,3
225,2
226,2
227,3
228,4
229,5
230,3
231,3
232,4
233,1
234,5
235,5
236,4
237,3
239,5
240,2
241,3
242,4
243,3
244,1
245,1
246,2
247,5
248,3
249,3
250,6
251,1
252,4
253,3
254,1
255,2
256,5
257,1
258,1
259,3
260,5
261,2
262,4
263,4
264,3
265,2
267,2
268,2
269,4
270,1
271,2
272,2
273,3
274,4
275,4
276,3
277,3
278,2
279,5
280,3
281,1
283,1
284,2
285,3
286,1
287,1
288,1
289,2
290,2
291,2
292,1
293,2
294,1
295,2
296,1
297,3
298,1
299,2
301,2
302,1
304,1
305,1
307,4
308,1
309,2
310,4
311,4
312,2
313,2
314,1
315,1
316,1
318,3
319,1
320,2
321,1
323,1
325,2
326,1
327,1
328,2
330,1
332,1
333,1
334,1
335,1
336,1
337,2
338,3
339,2
340,1
341,1
342,2
343,1
344,3
347,2
349,1
350,2
351,1
352,1
353,2
355,1
357,1
358,2
359,1
361,2
363,3
364,1
365,1
366,2
368,1
369,1
370,1
371,1
372,1
379,1
380,1
381,1
383,2
384,1
388,1
389,1
391,1
392,1
394,3
395,1
397,1
398,1
399,1
400,2
402,1
403,1
408,1
409,1
411,2
413,1
414,2
420,1
431,1
432,1
433,1
434,1
436,1
437,1
440,1
442,1
444,1
447,1
448,1
450,2
451,1
454,1
458,2
463,1
475,3
476,1
477,1
481,1
484,1
486,1
489,1
493,1
496,1
497,1
501,1
502,3
505,1
506,2
507,2
510,1
512,1
518,1
520,1
522,1
523,1
533,1
538,1
546,5
550,1
553,1
554,1
561,1
564,1
566,2
571,1
573,1
576,1
578,1
587,1
590,1
591,1
597,1
599,1
606,1
614,1
617,1
622,2
626,1
627,2
631,1
632,1
633,1
642,2
653,1
661,1
667,1
669,1
670,1
671,1
678,1
681,1
690,1
691,1
693,2
699,1
712,1
718,1
719,1
725,1
728,1
731,1
740,1
741,1
745,1
752,1
774,1
783,1
789,1
791,1
811,1
820,1
840,1
874,2
877,1
884,1
896,1
901,1
908,1
911,1
922,1
923,2
932,1
940,1
944,2
950,1
962,1
963,1
968,1
970,1
975,1
984,1
1000,1
1003,1
1011,1
1020,1
1021,1
1064,1
1074,1
1098,1
1147,1
1149,1
1170,1
1183,1
1194,1
1247,1
1251,1
1255,1
1267,1
1281,1
1292,1
1293,1
1297,1
1316,1
1388,1
1394,1
1406,1
1426,1
1436,1
1510,1
1519,1
1540,1
1549,1
1600,1
1644,1
1723,1
2088,1
2132,1
2260,1
2337,1
2373,1
2528,1
2848,1
2953,1
3157,1
3370,1
3440,1
3470,1
