2,4622185
3,4129644
4,629974
5,222067
6,75692
7,34316
8,16984
9,9526
10,5800
11,3992
12,2749
13,1964
14,1456
15,1150
16,890
17,748
18,635
19,486
20,427
21,399
22,318
23,282
24,221
25,221
26,204
27,148
28,136
29,131
30,116
31,115
32,93
33,88
34,78
35,61
36,75
37,81
38,64
39,49
40,51
41,50
42,52
43,23
44,34
45,44
46,43
47,38
48,38
49,30
50,13
51,21
52,28
53,26
54,21
55,18
56,22
57,24
58,19
59,18
60,11
61,14
62,8
63,13
64,14
65,19
66,13
67,19
68,14
69,13
70,14
71,14
72,13
73,14
74,9
75,10
76,9
77,11
78,13
79,5
80,5
81,7
82,6
83,4
84,5
85,5
86,13
87,4
88,6
89,8
90,4
91,6
92,4
93,5
94,5
95,1
96,2
97,6
98,8
99,4
100,5
101,7
102,4
103,3
104,1
105,6
106,1
107,3
108,3
110,2
111,1
112,1
113,2
115,5
116,5
117,3
118,1
119,3
120,3
121,4
122,1
124,2
125,2
126,2
127,3
128,3
129,2
130,3
132,1
133,5
136,2
139,1
140,1
141,2
142,2
143,1
147,2
148,1
150,5
151,4
152,1
153,1
154,5
158,1
159,1
160,1
162,1
164,2
166,1
167,3
168,1
170,1
171,1
177,1
179,1
180,3
181,1
184,1
185,1
187,1
188,1
189,1
190,1
192,1
194,1
196,1
199,1
200,1
201,1
202,1
203,2
204,1
210,1
213,1
214,1
216,1
218,1
221,1
222,1
228,1
233,1
240,1
249,1
250,1
251,1
255,1
261,1
271,1
280,1
281,1
282,1
284,1
287,1
291,1
300,1
303,2
306,1
313,1
314,1
321,1
322,1
326,1
328,1
329,1
332,1
343,1
354,1
361,1
378,1
396,1
421,1
435,1
441,1
442,1
443,1
444,1
493,1
505,1
507,1
509,1
537,1
578,1
582,1
585,1
629,1
676,1
691,1
717,1
779,1
864,1
887,1
2210,1
