2,1585516
3,359262
4,90556
5,43460
6,19087
7,11746
8,7061
9,4630
10,3409
11,2501
12,1954
13,1437
14,1209
15,996
16,806
17,648
18,513
19,481
20,419
21,349
22,322
23,252
24,238
25,233
26,202
27,182
28,141
29,156
30,147
31,113
32,131
33,104
34,94
35,76
36,72
37,89
38,65
39,67
40,60
41,62
42,65
43,58
44,53
45,40
46,46
47,44
48,41
49,31
50,38
51,36
52,29
53,23
54,32
55,28
56,19
57,19
58,21
59,31
60,16
61,31
62,15
63,18
64,15
65,17
66,11
67,15
68,15
69,16
70,17
71,13
72,16
73,7
74,13
75,14
76,15
77,12
78,15
79,14
80,14
81,9
82,8
83,6
84,8
85,5
86,10
87,4
88,6
89,9
90,6
91,14
92,9
93,5
94,4
95,11
96,9
97,4
98,7
99,11
100,4
101,5
102,9
103,7
104,6
105,7
106,5
107,4
108,3
109,7
110,7
111,5
112,6
113,3
114,5
115,4
116,6
117,4
118,6
119,6
120,6
121,5
122,5
123,2
124,5
125,1
126,7
127,2
128,3
129,3
130,3
132,2
133,3
134,3
135,3
136,5
137,4
138,4
139,5
140,6
141,1
142,1
143,5
144,5
145,2
146,3
148,1
149,1
150,1
151,2
152,2
153,3
154,3
155,1
156,1
157,6
158,1
159,5
160,2
162,1
163,5
164,3
166,1
167,3
168,3
169,4
170,4
172,1
174,3
175,3
176,2
178,2
179,3
180,2
181,1
182,1
183,4
184,1
185,5
186,4
187,1
188,2
189,1
190,3
191,2
192,5
193,1
194,2
195,1
196,6
198,2
199,2
200,1
202,1
203,2
204,2
205,1
206,2
207,2
209,2
210,1
211,2
212,1
213,2
214,2
216,2
217,3
218,2
219,4
223,2
224,2
225,1
226,3
227,5
229,1
230,2
231,2
232,1
233,2
234,2
237,2
238,1
239,2
240,3
241,2
242,1
243,3
245,2
246,1
247,2
249,1
250,2
252,1
253,3
254,2
256,3
257,3
258,3
259,3
260,2
262,1
263,1
264,3
265,1
266,2
268,2
269,1
270,1
271,1
272,1
273,1
275,2
279,3
282,3
283,1
285,2
287,2
292,1
293,2
296,2
297,1
298,1
300,2
302,1
303,1
304,1
306,3
307,2
308,1
309,1
310,1
311,1
314,2
317,2
318,1
321,5
323,1
325,3
327,2
328,2
329,4
331,1
332,2
334,2
339,1
340,4
341,1
343,1
345,1
346,1
347,3
348,1
351,1
352,1
353,1
354,2
356,2
357,1
358,2
360,1
364,1
366,1
367,1
368,2
369,1
370,2
371,1
372,2
373,1
374,2
375,2
380,1
385,2
386,1
387,2
391,1
392,1
393,1
394,1
395,1
398,3
399,2
400,1
401,1
402,2
403,2
404,2
405,3
406,1
407,2
411,2
414,2
415,1
416,1
417,1
421,1
423,2
427,1
428,2
431,1
434,2
442,1
444,3
449,1
450,2
453,1
455,1
457,1
459,1
460,2
461,1
462,1
466,2
470,1
471,1
475,1
476,1
477,1
481,2
484,1
485,2
487,1
489,1
492,3
498,1
500,1
501,1
502,2
